Date,Temperature at 2 meters (c),Precipitation Corrected (mm/day),Specific Humidity at 2 Meters (g/kg),Wind Direction at 2 Meters (Degrees),Wind Speed at 2 Meters (m/s),Root Zone Soil Wetness
22/03/2002,26.68,0.0,6.93,310.8,1.61,0.34
23/03/2002,26.66,0.0,6.22,310.2,1.91,0.34
24/03/2002,27.7,0.0,5.92,124.0,1.86,0.34
25/03/2002,26.41,1.6,5.48,132.9,2.32,0.34
26/03/2002,25.78,0.03,5.33,34.1,1.25,0.34
27/03/2002,26.17,0.0,3.9,323.3,1.62,0.34
28/03/2002,26.27,0.0,3.59,319.7,1.71,0.34
29/03/2002,26.75,0.0,3.47,309.0,1.86,0.34
30/03/2002,27.77,0.0,3.01,301.9,1.97,0.34
31/03/2002,29.87,0.13,4.02,178.3,0.96,0.34
01/04/2002,30.86,0.0,3.78,138.2,1.08,0.33
02/04/2002,28.31,0.54,4.15,346.8,1.22,0.33
03/04/2002,26.4,0.01,3.1,321.4,1.97,0.33
04/04/2002,28.02,0.0,2.22,308.3,1.85,0.33
05/04/2002,29.7,0.0,2.67,125.2,1.74,0.33
06/04/2002,29.23,0.0,3.33,133.1,1.54,0.33
07/04/2002,29.96,1.46,4.88,238.5,1.33,0.33
08/04/2002,29.47,0.0,5.66,289.6,2.47,0.33
09/04/2002,28.86,0.01,4.28,306.2,2.47,0.33
10/04/2002,28.07,0.12,4.03,301.2,2.34,0.33
11/04/2002,29.62,0.0,3.01,290.2,1.95,0.33
12/04/2002,30.45,0.0,2.7,310.8,1.36,0.33
13/04/2002,31.97,0.0,2.99,309.8,1.48,0.33
14/04/2002,31.93,0.0,3.54,302.7,2.15,0.33
15/04/2002,32.41,0.0,4.39,253.5,1.72,0.33
16/04/2002,32.31,0.0,4.9,280.5,2.0,0.33
17/04/2002,31.36,0.0,4.75,293.1,2.23,0.33
18/04/2002,31.71,0.0,4.08,308.4,3.02,0.33
19/04/2002,31.91,0.0,3.4,301.1,2.56,0.33
20/04/2002,33.42,0.0,3.27,306.6,1.94,0.33
21/04/2002,34.12,0.0,4.13,301.8,2.16,0.33
22/04/2002,34.72,0.0,4.44,298.8,2.5,0.33
23/04/2002,35.33,0.0,4.32,227.3,1.33,0.33
24/04/2002,33.51,0.4,4.96,153.8,2.75,0.33
25/04/2002,32.7,0.1,4.71,191.2,2.0,0.33
26/04/2002,29.47,5.52,6.25,317.5,3.45,0.34
27/04/2002,31.08,0.0,4.57,302.9,2.04,0.34
28/04/2002,31.22,0.0,4.02,144.3,2.2,0.34
29/04/2002,30.22,1.32,2.99,313.5,2.25,0.34
30/04/2002,30.8,0.0,2.88,331.8,2.31,0.34
01/05/2002,32.49,0.0,4.17,96.0,2.37,0.33
02/05/2002,33.5,0.01,4.63,63.0,1.24,0.33
03/05/2002,34.56,0.43,4.67,326.1,2.67,0.33
04/05/2002,35.44,0.0,4.47,318.2,3.79,0.33
05/05/2002,35.88,0.0,4.57,311.8,2.19,0.33
06/05/2002,36.85,0.0,4.4,295.6,1.97,0.33
07/05/2002,36.76,0.0,3.45,231.2,1.23,0.33
08/05/2002,36.59,0.11,3.78,295.3,2.99,0.33
09/05/2002,37.36,0.0,4.7,287.1,4.54,0.33
10/05/2002,37.79,0.0,5.23,285.2,4.39,0.33
11/05/2002,37.48,0.0,2.97,297.2,3.63,0.33
12/05/2002,37.22,0.0,3.25,266.7,1.87,0.33
13/05/2002,38.23,0.0,6.92,223.0,1.52,0.33
14/05/2002,39.04,0.0,7.97,247.0,2.09,0.33
15/05/2002,38.7,1.44,7.98,271.3,2.03,0.33
16/05/2002,38.12,0.0,7.31,303.2,2.63,0.33
17/05/2002,37.57,0.0,4.34,316.6,2.84,0.33
18/05/2002,36.85,0.0,2.78,290.6,2.45,0.33
19/05/2002,36.91,0.0,3.19,242.4,3.64,0.33
20/05/2002,34.54,1.47,3.23,233.0,2.27,0.33
21/05/2002,34.91,0.0,1.87,302.7,2.42,0.33
22/05/2002,35.69,0.0,1.89,297.8,3.17,0.33
23/05/2002,37.5,0.0,5.37,287.2,3.14,0.33
24/05/2002,38.88,0.0,5.67,287.1,2.79,0.33
25/05/2002,35.9,8.02,8.65,178.5,2.53,0.34
26/05/2002,34.56,6.91,11.48,229.0,1.93,0.35
27/05/2002,35.94,0.0,10.47,263.9,2.34,0.35
28/05/2002,31.85,45.39,14.81,181.4,1.36,0.4
29/05/2002,32.15,0.6,12.25,183.1,1.72,0.42
30/05/2002,32.68,2.58,12.63,281.6,1.27,0.42
31/05/2002,33.27,0.46,10.34,270.6,1.35,0.41
01/06/2002,34.07,0.77,9.56,268.1,1.58,0.4
02/06/2002,34.86,0.8,9.89,255.0,1.16,0.4
03/06/2002,35.04,0.0,9.82,295.7,2.08,0.4
04/06/2002,35.47,0.04,9.77,291.7,2.04,0.39
05/06/2002,35.8,3.35,11.44,276.9,2.34,0.39
06/06/2002,35.79,1.17,11.44,267.3,1.31,0.39
07/06/2002,36.13,1.42,11.54,262.3,1.9,0.39
08/06/2002,36.04,0.0,10.82,278.6,2.59,0.38
09/06/2002,36.0,0.39,11.22,252.4,1.89,0.38
10/06/2002,36.52,0.29,9.63,259.8,2.38,0.37
11/06/2002,36.13,0.57,10.55,167.1,1.81,0.37
12/06/2002,35.4,2.16,11.67,140.9,1.91,0.37
13/06/2002,36.73,0.82,10.27,192.2,2.34,0.37
14/06/2002,36.73,0.23,9.65,314.5,1.92,0.36
15/06/2002,36.91,0.39,9.03,296.5,1.86,0.36
16/06/2002,37.47,0.76,10.62,281.3,1.45,0.35
17/06/2002,36.04,3.52,11.71,206.8,1.33,0.35
18/06/2002,35.65,2.08,12.25,301.4,2.78,0.35
19/06/2002,34.63,0.78,13.34,304.7,3.05,0.35
20/06/2002,36.28,0.59,13.47,309.3,2.34,0.35
21/06/2002,37.63,0.84,11.76,304.4,2.75,0.35
22/06/2002,38.25,0.0,9.88,297.5,2.41,0.35
23/06/2002,38.35,0.34,10.17,185.1,1.89,0.34
24/06/2002,35.49,13.77,15.42,147.0,2.91,0.35
25/06/2002,36.15,0.51,15.78,125.7,2.23,0.36
26/06/2002,34.65,0.06,16.63,117.9,3.14,0.35
27/06/2002,33.81,0.06,16.33,119.4,3.79,0.35
28/06/2002,35.3,0.46,15.62,105.6,2.05,0.35
29/06/2002,35.7,1.92,16.31,151.6,1.3,0.35
30/06/2002,37.57,1.61,15.29,304.3,1.34,0.35
01/07/2002,39.05,0.08,11.36,288.0,2.81,0.34
02/07/2002,39.2,0.17,10.91,270.7,3.41,0.34
03/07/2002,39.28,0.74,12.13,267.6,2.79,0.34
04/07/2002,37.97,14.56,14.7,249.8,2.14,0.35
05/07/2002,36.45,1.58,16.32,286.0,1.67,0.36
06/07/2002,36.97,0.06,14.7,286.9,2.94,0.36
07/07/2002,36.75,0.0,12.66,296.4,3.46,0.35
08/07/2002,36.55,0.0,11.29,293.6,3.04,0.35
09/07/2002,36.78,0.0,11.27,286.6,3.13,0.35
10/07/2002,36.81,2.59,11.88,293.1,3.21,0.35
11/07/2002,35.97,1.31,11.05,291.7,2.78,0.35
12/07/2002,37.14,0.01,8.78,308.6,2.32,0.34
13/07/2002,37.3,0.38,8.43,291.1,3.78,0.34
14/07/2002,37.42,0.15,9.1,279.5,3.6,0.34
15/07/2002,38.32,0.07,10.52,274.3,4.11,0.34
16/07/2002,38.52,0.02,9.66,287.2,2.94,0.34
17/07/2002,38.52,0.08,10.02,14.5,1.95,0.34
18/07/2002,38.2,0.55,11.97,117.5,1.98,0.34
19/07/2002,38.44,3.7,14.29,145.7,1.61,0.34
20/07/2002,38.98,1.99,11.77,282.3,3.05,0.34
21/07/2002,37.55,0.07,12.99,269.4,3.96,0.34
22/07/2002,36.78,1.67,12.81,263.6,2.91,0.34
23/07/2002,36.44,0.03,13.13,289.4,3.26,0.34
24/07/2002,36.51,2.67,13.2,283.7,3.52,0.34
25/07/2002,37.32,0.09,11.53,272.6,3.89,0.34
26/07/2002,36.7,0.71,11.44,269.0,3.71,0.34
27/07/2002,36.61,2.21,13.46,289.9,2.1,0.34
28/07/2002,37.52,0.16,12.58,279.6,2.2,0.34
29/07/2002,38.18,0.01,11.23,297.0,3.14,0.34
30/07/2002,37.88,0.05,11.12,296.0,1.62,0.34
31/07/2002,38.33,0.65,10.9,24.8,1.09,0.33
01/08/2002,36.38,2.8,13.9,91.0,1.63,0.34
02/08/2002,36.51,5.38,14.37,118.2,1.91,0.34
03/08/2002,34.17,4.3,16.07,97.0,3.11,0.35
04/08/2002,32.17,1.52,16.54,105.3,3.13,0.35
05/08/2002,33.15,0.57,16.15,97.1,1.97,0.35
06/08/2002,33.86,1.75,15.71,118.8,2.37,0.34
07/08/2002,35.41,0.2,16.02,134.8,1.01,0.34
08/08/2002,35.61,2.11,16.31,129.6,1.28,0.34
09/08/2002,35.5,1.75,16.92,110.8,1.08,0.34
10/08/2002,36.09,4.9,17.34,236.2,0.97,0.35
11/08/2002,35.4,3.82,16.66,273.8,1.98,0.35
12/08/2002,30.09,24.03,20.34,154.8,1.4,0.37
13/08/2002,28.33,31.51,20.78,120.6,2.68,0.43
14/08/2002,29.64,3.85,18.81,119.8,2.55,0.45
15/08/2002,31.02,3.26,17.47,120.6,0.73,0.44
16/08/2002,32.78,0.0,15.67,331.4,1.53,0.44
17/08/2002,33.31,0.0,13.66,347.9,1.47,0.43
18/08/2002,32.86,0.63,14.22,141.8,1.5,0.43
19/08/2002,32.69,0.18,16.1,126.0,1.51,0.42
20/08/2002,33.35,0.65,15.04,167.8,1.77,0.42
21/08/2002,31.67,11.86,17.86,123.9,2.05,0.42
22/08/2002,31.15,0.67,17.78,133.4,2.42,0.43
23/08/2002,31.32,3.1,17.35,128.7,1.48,0.43
24/08/2002,30.12,1.7,17.83,119.5,2.47,0.43
25/08/2002,31.06,0.59,17.44,108.5,3.01,0.42
26/08/2002,29.89,2.72,17.9,124.6,2.8,0.42
27/08/2002,31.84,2.74,17.37,186.5,1.27,0.42
28/08/2002,32.27,0.27,16.45,274.0,1.92,0.42
29/08/2002,30.63,4.52,18.39,87.2,1.78,0.42
30/08/2002,30.38,0.64,17.56,128.2,2.04,0.42
31/08/2002,31.58,5.19,16.67,161.9,1.16,0.42
01/09/2002,30.99,5.77,17.39,131.3,1.97,0.43
02/09/2002,30.19,11.06,18.0,121.3,1.6,0.44
03/09/2002,30.32,4.45,17.43,122.5,1.39,0.44
04/09/2002,30.13,2.12,17.2,120.1,1.88,0.44
05/09/2002,29.31,4.38,17.46,106.7,2.29,0.44
06/09/2002,27.39,7.77,16.49,85.9,2.29,0.45
07/09/2002,26.87,3.86,15.59,56.1,2.25,0.45
08/09/2002,27.7,0.35,16.35,74.2,1.5,0.45
09/09/2002,29.51,0.02,15.32,44.2,1.22,0.44
10/09/2002,29.4,0.2,14.76,79.4,1.63,0.44
11/09/2002,28.73,6.71,15.51,105.1,1.65,0.44
12/09/2002,25.81,15.04,17.3,111.0,2.35,0.45
13/09/2002,25.54,60.62,17.83,101.8,1.89,0.55
14/09/2002,26.93,10.37,18.25,125.4,2.11,0.57
15/09/2002,27.44,3.51,16.79,156.7,1.73,0.57
16/09/2002,27.08,1.5,16.08,128.4,1.49,0.56
17/09/2002,26.95,5.82,16.43,104.8,1.16,0.56
18/09/2002,27.18,3.23,16.43,110.8,0.96,0.56
19/09/2002,27.97,0.0,15.22,347.0,1.42,0.55
20/09/2002,26.83,0.0,13.71,329.1,1.88,0.54
21/09/2002,26.94,0.0,13.06,0.6,1.32,0.53
22/09/2002,27.12,0.95,16.17,130.0,1.3,0.53
23/09/2002,28.27,0.01,15.47,136.0,0.96,0.52
24/09/2002,28.11,0.0,14.14,352.1,1.02,0.51
25/09/2002,27.28,0.04,12.87,341.8,1.42,0.51
26/09/2002,26.99,0.0,11.19,333.4,2.18,0.5
27/09/2002,26.78,0.0,10.5,4.8,1.47,0.49
28/09/2002,27.35,0.0,11.07,25.8,1.07,0.49
29/09/2002,27.16,0.0,9.83,336.8,1.37,0.48
30/09/2002,26.61,0.0,8.65,333.7,1.94,0.47
01/10/2002,26.21,0.0,8.23,328.8,2.0,0.47
02/10/2002,26.68,0.0,8.29,332.2,1.91,0.46
03/10/2002,27.2,0.0,7.88,323.7,1.56,0.46
04/10/2002,28.01,0.0,7.41,17.2,0.84,0.45
05/10/2002,27.57,0.0,8.0,124.2,0.87,0.45
06/10/2002,25.91,0.0,9.27,114.4,1.42,0.45
07/10/2002,26.62,0.0,10.02,118.9,1.32,0.44
08/10/2002,27.44,0.0,10.4,110.2,1.27,0.44
09/10/2002,26.79,0.0,10.97,129.6,1.22,0.43
10/10/2002,26.81,0.04,12.61,126.6,1.71,0.43
11/10/2002,26.19,0.12,12.8,127.3,1.28,0.43
12/10/2002,25.94,0.12,12.96,121.1,2.26,0.43
13/10/2002,25.32,2.83,13.4,105.3,2.17,0.43
14/10/2002,25.63,0.0,11.94,95.8,1.35,0.43
15/10/2002,26.71,0.0,10.9,76.9,0.94,0.42
16/10/2002,26.26,0.0,10.49,121.8,0.94,0.42
17/10/2002,26.52,0.0,9.58,28.8,0.94,0.42
18/10/2002,26.26,0.0,9.0,40.0,0.99,0.42
19/10/2002,26.73,0.0,8.25,33.6,0.94,0.41
20/10/2002,25.3,0.0,8.33,81.4,1.16,0.41
21/10/2002,25.44,0.0,8.12,88.5,1.35,0.41
22/10/2002,24.73,0.0,7.62,354.2,1.15,0.41
23/10/2002,24.22,0.0,6.75,293.3,1.2,0.4
24/10/2002,22.87,0.0,6.96,9.3,1.24,0.4
25/10/2002,23.06,0.0,6.94,322.0,2.0,0.4
26/10/2002,23.45,0.0,6.71,334.3,1.83,0.4
27/10/2002,23.42,0.0,6.54,324.1,1.53,0.4
28/10/2002,23.87,0.0,6.43,329.5,1.55,0.39
29/10/2002,24.18,0.0,5.89,28.6,1.23,0.39
30/10/2002,24.67,0.0,6.03,78.2,1.14,0.39
31/10/2002,23.91,0.0,5.88,20.7,1.12,0.39
01/11/2002,23.75,0.0,5.84,27.0,1.09,0.39
02/11/2002,23.09,0.0,6.6,351.5,1.33,0.38
03/11/2002,23.29,0.0,6.83,345.4,1.26,0.38
04/11/2002,23.09,0.0,6.27,342.2,1.15,0.38
05/11/2002,23.38,0.0,5.96,73.9,0.96,0.38
06/11/2002,21.77,0.0,6.51,132.4,1.36,0.38
07/11/2002,21.99,0.0,6.4,105.6,1.27,0.38
08/11/2002,22.03,0.0,6.38,345.6,1.07,0.37
09/11/2002,21.81,0.0,6.84,324.7,0.87,0.37
10/11/2002,22.25,0.0,6.66,343.5,1.33,0.37
11/11/2002,21.5,0.0,6.47,345.8,1.53,0.37
12/11/2002,19.52,0.0,6.95,316.0,1.91,0.37
13/11/2002,20.23,0.0,6.62,318.0,2.07,0.37
14/11/2002,19.68,0.0,6.14,307.8,2.52,0.37
15/11/2002,19.92,0.0,5.93,307.1,1.59,0.36
16/11/2002,20.68,0.0,5.6,314.4,1.97,0.36
17/11/2002,20.3,0.0,5.26,315.5,1.75,0.36
18/11/2002,20.58,0.0,5.22,321.9,1.93,0.36
19/11/2002,21.84,0.0,5.04,316.8,1.13,0.36
20/11/2002,20.88,0.0,4.73,331.3,1.66,0.36
21/11/2002,20.74,0.0,3.94,8.0,1.14,0.36
22/11/2002,19.5,0.0,3.64,322.9,1.51,0.36
23/11/2002,18.17,0.0,3.64,315.7,2.05,0.35
24/11/2002,19.2,0.0,4.12,303.8,1.42,0.35
25/11/2002,19.3,0.0,3.6,320.9,2.2,0.35
26/11/2002,18.09,0.0,3.21,327.3,1.84,0.35
27/11/2002,17.16,0.0,3.44,325.1,1.66,0.35
28/11/2002,18.02,0.0,3.71,331.7,1.33,0.35
29/11/2002,16.97,0.0,3.17,323.0,2.54,0.35
30/11/2002,16.91,0.0,3.16,314.4,1.76,0.35
01/12/2002,16.63,0.0,3.25,326.3,2.0,0.34
02/12/2002,17.27,0.0,3.49,321.6,1.56,0.34
03/12/2002,17.4,0.0,3.7,108.7,1.04,0.34
04/12/2002,14.9,0.0,4.52,123.5,1.62,0.34
05/12/2002,16.04,0.0,4.58,85.1,1.02,0.34
06/12/2002,16.53,0.0,4.37,27.2,1.19,0.34
07/12/2002,16.76,0.0,3.94,341.4,1.15,0.34
08/12/2002,16.86,0.0,3.24,325.1,1.99,0.34
09/12/2002,15.71,0.0,2.52,314.7,2.67,0.34
10/12/2002,15.21,0.0,1.98,307.8,1.76,0.34
11/12/2002,17.35,0.0,2.16,108.5,1.24,0.34
12/12/2002,16.65,0.0,2.45,8.4,1.04,0.34
13/12/2002,16.36,0.0,2.23,319.7,1.98,0.34
14/12/2002,17.36,0.0,3.99,312.8,2.48,0.34
15/12/2002,18.99,0.0,5.89,312.2,2.51,0.34
16/12/2002,18.56,0.0,6.22,359.3,0.98,0.34
17/12/2002,18.24,0.0,5.69,303.5,1.92,0.34
18/12/2002,19.14,0.0,4.79,328.3,1.69,0.34
19/12/2002,19.16,0.0,4.82,118.3,1.31,0.34
20/12/2002,18.87,0.0,4.88,324.1,1.51,0.34
21/12/2002,17.74,0.0,4.21,314.7,2.9,0.34
22/12/2002,16.73,0.0,3.87,313.9,2.02,0.34
23/12/2002,15.88,0.0,3.88,107.9,1.36,0.33
24/12/2002,15.8,2.36,4.47,110.3,1.9,0.34
25/12/2002,16.03,0.1,4.58,288.1,0.87,0.34
26/12/2002,15.54,0.0,4.82,311.4,1.29,0.34
27/12/2002,14.27,0.0,5.11,311.1,3.01,0.34
28/12/2002,13.17,0.0,4.11,304.9,2.72,0.34
29/12/2002,13.7,0.0,3.84,314.1,1.6,0.34
30/12/2002,14.41,0.09,3.55,119.7,1.39,0.34
31/12/2002,11.1,13.47,5.98,220.9,1.03,0.36
01/01/2003,10.72,0.0,5.73,137.8,1.11,0.36
02/01/2003,11.91,0.0,4.6,171.8,1.08,0.36
03/01/2003,12.24,0.0,4.81,326.1,1.29,0.36
04/01/2003,11.27,0.0,3.75,307.4,2.97,0.36
05/01/2003,10.98,0.0,3.73,298.9,2.06,0.36
06/01/2003,12.95,0.0,3.61,272.4,0.84,0.36
07/01/2003,11.92,0.0,3.56,321.4,1.4,0.36
08/01/2003,10.97,0.0,3.11,310.8,2.25,0.36
09/01/2003,11.33,0.0,2.97,317.3,1.26,0.36
10/01/2003,11.28,0.0,2.88,320.0,2.12,0.35
11/01/2003,11.05,0.0,2.99,306.4,2.05,0.35
12/01/2003,10.77,0.0,2.53,312.8,1.73,0.35
13/01/2003,11.01,0.0,2.75,312.8,2.68,0.35
14/01/2003,10.7,0.0,2.97,305.7,2.15,0.35
15/01/2003,11.6,0.0,2.9,317.3,1.36,0.35
16/01/2003,12.3,0.0,2.88,311.1,1.83,0.35
17/01/2003,13.47,0.0,3.07,327.9,1.61,0.35
18/01/2003,15.18,0.0,2.99,2.5,1.0,0.35
19/01/2003,14.51,0.0,2.96,252.0,0.87,0.35
20/01/2003,13.36,0.0,2.84,312.0,1.43,0.35
21/01/2003,12.74,0.0,2.61,304.5,1.9,0.34
22/01/2003,14.06,0.0,2.83,305.1,2.49,0.34
23/01/2003,15.27,0.0,3.47,305.4,1.85,0.34
24/01/2003,16.0,0.0,3.28,312.8,1.77,0.34
25/01/2003,17.6,0.0,2.56,346.4,1.02,0.34
26/01/2003,18.9,0.25,3.41,302.4,1.06,0.34
27/01/2003,16.55,3.58,5.71,257.4,1.31,0.34
28/01/2003,13.8,5.42,8.08,40.3,1.39,0.35
29/01/2003,15.1,0.1,7.13,310.6,1.3,0.36
30/01/2003,13.88,4.28,6.53,349.6,1.61,0.36
31/01/2003,12.77,24.92,8.69,114.2,2.92,0.39
01/02/2003,14.27,0.72,8.33,126.3,2.03,0.41
02/02/2003,13.84,0.03,7.2,344.5,1.32,0.41
03/02/2003,14.36,0.05,5.85,319.9,1.3,0.4
04/02/2003,14.63,0.0,5.41,308.9,1.76,0.4
05/02/2003,14.65,0.0,4.77,303.8,1.93,0.4
06/02/2003,15.41,0.0,4.36,285.1,1.1,0.4
07/02/2003,16.93,0.0,4.38,138.1,1.05,0.4
08/02/2003,15.8,0.0,4.4,29.0,0.95,0.4
09/02/2003,15.32,0.0,4.2,330.5,1.08,0.4
10/02/2003,15.89,0.0,3.93,53.8,0.7,0.39
11/02/2003,15.84,0.0,4.07,339.9,0.86,0.39
12/02/2003,15.09,0.0,4.21,321.5,1.92,0.39
13/02/2003,15.29,0.0,4.04,315.6,2.62,0.39
14/02/2003,16.55,0.0,4.16,311.8,2.2,0.39
15/02/2003,18.59,0.0,4.15,313.8,1.37,0.38
16/02/2003,19.09,0.0,4.45,131.8,2.14,0.38
17/02/2003,17.09,0.76,6.49,107.1,4.0,0.38
18/02/2003,15.01,5.36,8.79,120.5,6.12,0.39
19/02/2003,15.78,7.27,7.38,178.9,3.12,0.4
20/02/2003,14.6,0.0,5.09,355.5,1.54,0.4
21/02/2003,15.83,0.0,5.08,310.8,3.65,0.4
22/02/2003,17.56,0.0,5.59,306.6,2.99,0.39
23/02/2003,19.73,0.64,6.1,351.1,1.0,0.39
24/02/2003,20.09,1.58,6.88,321.6,1.74,0.39
25/02/2003,19.9,0.0,6.96,315.7,2.6,0.39
26/02/2003,21.18,0.0,7.61,320.0,1.8,0.39
27/02/2003,22.13,0.0,7.25,333.0,1.26,0.39
28/02/2003,22.21,3.9,8.21,129.5,1.58,0.39
01/03/2003,23.39,4.01,8.78,136.2,3.31,0.39
02/03/2003,21.79,3.64,7.66,174.7,2.56,0.4
03/03/2003,16.75,0.27,3.8,265.2,2.55,0.4
04/03/2003,13.28,0.09,2.46,315.6,3.72,0.39
05/03/2003,15.02,0.0,2.99,312.0,3.74,0.39
06/03/2003,16.84,0.0,3.38,317.5,2.88,0.39
07/03/2003,17.68,0.0,3.76,313.2,2.9,0.39
08/03/2003,17.12,0.0,3.94,311.4,2.97,0.38
09/03/2003,19.86,0.0,4.05,23.9,1.48,0.38
10/03/2003,21.26,0.0,4.46,131.0,3.01,0.38
11/03/2003,20.03,0.0,4.71,183.7,1.2,0.38
12/03/2003,21.91,0.0,4.19,38.1,0.97,0.37
13/03/2003,21.42,0.0,5.07,22.0,1.0,0.37
14/03/2003,22.06,0.0,5.64,311.6,2.61,0.37
15/03/2003,23.45,0.0,6.05,298.4,1.23,0.37
16/03/2003,23.64,0.0,6.38,138.4,1.64,0.37
17/03/2003,22.84,0.0,4.96,285.0,1.12,0.36
18/03/2003,22.22,0.0,4.48,329.2,2.07,0.36
19/03/2003,22.64,0.0,4.51,324.1,2.95,0.36
20/03/2003,23.47,0.0,5.44,313.1,3.46,0.36
21/03/2003,24.33,0.0,5.7,312.1,2.52,0.35
22/03/2003,24.97,0.0,6.42,0.7,1.63,0.35
23/03/2003,26.49,0.0,7.08,326.5,2.0,0.35
24/03/2003,27.26,0.0,7.86,326.0,2.66,0.35
25/03/2003,26.96,0.14,7.92,334.6,1.63,0.35
26/03/2003,27.45,0.0,7.46,335.4,1.24,0.34
27/03/2003,26.18,0.0,6.15,325.9,1.56,0.34
28/03/2003,27.85,0.0,6.53,134.3,1.48,0.34
29/03/2003,25.15,0.74,6.95,86.4,2.87,0.34
30/03/2003,25.98,0.12,8.23,321.6,1.7,0.34
31/03/2003,27.22,0.0,6.31,322.2,4.03,0.34
01/04/2003,27.9,0.0,6.48,320.3,3.94,0.34
02/04/2003,27.94,0.0,4.94,312.1,2.72,0.34
03/04/2003,29.4,0.0,4.59,112.8,1.32,0.34
04/04/2003,28.64,0.51,4.97,166.5,2.36,0.34
05/04/2003,26.31,0.29,4.11,335.5,1.63,0.34
06/04/2003,26.21,0.0,3.27,311.2,2.53,0.33
07/04/2003,27.3,0.0,3.71,310.6,2.74,0.33
08/04/2003,28.02,0.0,3.61,298.2,2.26,0.33
09/04/2003,29.5,0.0,3.25,290.4,1.87,0.33
10/04/2003,31.27,0.0,3.63,302.9,1.48,0.33
11/04/2003,31.76,0.0,4.34,328.3,2.37,0.33
12/04/2003,31.87,0.0,4.35,292.2,3.11,0.33
13/04/2003,32.21,0.0,5.06,291.5,3.33,0.33
14/04/2003,31.58,0.0,5.41,269.0,1.85,0.33
15/04/2003,31.58,0.0,5.28,299.7,2.15,0.33
16/04/2003,31.98,0.0,7.72,336.4,2.36,0.33
17/04/2003,31.48,0.0,6.14,316.6,2.94,0.33
18/04/2003,32.25,0.0,4.26,305.9,2.05,0.33
19/04/2003,31.63,1.48,5.33,216.5,2.56,0.33
20/04/2003,29.44,0.0,5.63,276.7,1.41,0.33
21/04/2003,29.81,0.0,4.22,323.6,2.56,0.33
22/04/2003,30.23,0.0,3.6,304.1,2.87,0.33
23/04/2003,31.94,0.0,3.94,299.8,2.71,0.33
24/04/2003,33.46,0.0,3.72,282.3,1.56,0.33
25/04/2003,34.05,0.0,3.07,165.7,1.55,0.33
26/04/2003,33.43,0.22,4.25,176.5,2.51,0.33
27/04/2003,32.04,1.32,6.1,343.8,1.99,0.33
28/04/2003,30.87,2.17,7.99,64.4,2.35,0.34
29/04/2003,31.96,0.0,6.38,105.3,1.39,0.34
30/04/2003,32.34,0.0,7.39,154.1,1.87,0.34
01/05/2003,33.09,0.0,7.94,147.8,2.8,0.33
02/05/2003,33.45,0.03,5.83,150.4,3.8,0.33
03/05/2003,29.32,0.0,1.76,246.2,3.31,0.33
04/05/2003,27.4,0.0,1.61,303.6,1.74,0.33
05/05/2003,28.75,0.0,1.88,323.0,1.57,0.33
06/05/2003,29.9,0.0,2.1,333.7,1.32,0.33
07/05/2003,30.83,0.0,2.41,335.5,1.93,0.33
08/05/2003,31.77,0.0,2.2,314.6,2.23,0.33
09/05/2003,33.14,0.0,2.26,319.8,1.83,0.33
10/05/2003,34.86,0.04,2.65,301.0,0.97,0.33
11/05/2003,34.3,0.09,3.86,134.0,1.45,0.33
12/05/2003,35.31,0.0,3.31,131.5,1.77,0.33
13/05/2003,34.83,1.0,4.05,145.4,2.5,0.33
14/05/2003,34.68,0.43,3.93,344.9,1.22,0.33
15/05/2003,33.69,0.06,3.97,324.4,3.12,0.33
16/05/2003,33.83,0.0,3.02,316.5,3.71,0.33
17/05/2003,34.79,0.0,3.6,305.1,2.22,0.33
18/05/2003,35.96,0.0,3.77,309.0,1.69,0.33
19/05/2003,36.46,0.0,3.85,281.3,2.32,0.33
20/05/2003,36.67,0.0,4.26,279.0,2.28,0.33
21/05/2003,37.39,0.0,5.36,281.7,3.1,0.33
22/05/2003,36.79,5.53,7.73,267.8,2.67,0.34
23/05/2003,33.7,5.48,12.17,207.5,2.06,0.35
24/05/2003,33.15,0.72,10.29,304.8,1.8,0.34
25/05/2003,32.61,1.06,8.87,300.8,2.71,0.34
26/05/2003,33.99,0.15,9.03,299.6,2.59,0.34
27/05/2003,34.26,0.0,6.7,288.9,3.49,0.34
28/05/2003,33.67,0.0,4.31,266.4,2.68,0.34
29/05/2003,34.12,0.0,3.27,306.3,3.09,0.33
30/05/2003,35.95,0.0,4.33,317.1,3.89,0.33
31/05/2003,36.47,0.0,4.77,301.1,2.8,0.33
01/06/2003,37.5,0.03,6.54,289.5,3.43,0.33
02/06/2003,38.17,0.0,5.41,303.0,3.48,0.33
03/06/2003,38.84,0.0,5.11,298.0,3.17,0.33
04/06/2003,40.06,0.0,6.21,275.8,3.65,0.33
05/06/2003,39.91,0.21,4.97,298.3,2.35,0.33
06/06/2003,39.05,0.86,7.05,282.1,3.24,0.33
07/06/2003,39.41,0.0,7.6,275.6,3.44,0.33
08/06/2003,39.01,0.0,9.34,227.6,1.91,0.33
09/06/2003,38.84,0.0,10.55,234.5,2.38,0.33
10/06/2003,37.46,0.04,6.1,268.1,3.26,0.33
11/06/2003,37.56,2.75,7.95,258.5,1.99,0.34
12/06/2003,37.67,0.0,8.67,261.5,1.8,0.33
